"Aircraft_Make";"Aircraft_Model";"Aircraft_Series";"Incidentes";"Fallecidos"
"PARTENAVIA";"P68";"C";1;0
"PEREIRA";"OSPREY";"II";18;0
"PEREYRA";"AVENTURA";"II";9;1
"PIAGGIO";"P136";"L1";2;0
"PIAGGIO";"P180";"AVANTI";26;0
"PICCARD";"AX6";"NO SERIES EXISTS";17;0
"PIETENPOL";"AIRCAMPER";"NO SERIES EXISTS";52;0
"PIETENPOL";"SKYSCOUT";"NO SERIES EXISTS";2;0
"PIK";"PIK20B";"NO SERIES EXISTS";2;0
"PIK";"PIK20D";"NO SERIES EXISTS";3;0
"PIK";"PIK20E";"UNDESIGNATED SERIES";2;0
"PILATUS";"B4";"PC11";1;0
"PILATUS";"P3";"NO SERIES EXISTS";4;0
"PILATUS";"PC12";"45";36;0
"PILATUS";"PC12";"47";5;0
"PILATUS";"PC12";"47E";3;0
"PILATUS";"PC12";"UNDESIGNATED SERIES";6;1
"PILATUS";"PC21";"NO SERIES EXISTS";1;0
"PILATUS";"PC6";"B1H2";2;0
"PILATUS";"PC6";"B2H4";3;1
"PILATUS";"PC7";"NO SERIES EXISTS";1;0
"PIPER";"HE1";"NO SERIES EXISTS";1;0
"PIPER";"J2";"NO SERIES EXISTS";3;0
"PIPER";"J3";"NO SERIES EXISTS";45;0
"PIPER";"J3C";"40";1;0
"PIPER";"J3C";"65";260;1
"PIPER";"J3C";"65S";1;0
"PIPER";"J3C";"UNDESIGNATED SERIES";11;0
"PIPER";"J3F";"60";2;0
"PIPER";"J3F";"65";13;0
"PIPER";"J3L";"65";15;0
"PIPER";"J4";"A";18;0
"PIPER";"J4";"AS";2;0
"PIPER";"J4";"UNDESIGNATED SERIES";4;0
"PIPER";"J4E";"NO SERIES EXISTS";5;0
"PIPER";"J5A";"UNDESIGNATED SERIES";40;0
"PIPER";"J5B";"NO SERIES EXISTS";1;0
"PIPER";"J5C";"NO SERIES EXISTS";2;0
"PIPER";"L18";"C";1;0
"PIPER";"L21";"A";1;0
"PIPER";"L21";"B";7;0
"PIPER";"L4";"UNDESIGNATED SERIES";2;0
"PIPER";"PA11";"NO SERIES EXISTS";55;0
"PIPER";"PA11S";"NO SERIES EXISTS";1;0
"PIPER";"PA12";"NO SERIES EXISTS";195;0
"PIPER";"PA14";"NO SERIES EXISTS";18;0
"PIPER";"PA15";"NO SERIES EXISTS";10;0
"PIPER";"PA16";"NO SERIES EXISTS";34;0
"PIPER";"PA16S";"NO SERIES EXISTS";1;0
"PIPER";"PA17";"NO SERIES EXISTS";15;0
"PIPER";"PA18";"105 SPECIAL";2;0
"PIPER";"PA18";"105SPECIAL";17;0
"PIPER";"PA18";"125";23;0
"PIPER";"PA18";"135";49;0
"PIPER";"PA18";"150";383;1
"PIPER";"PA18";"A";29;0
"PIPER";"PA18";"A135";5;0
"PIPER";"PA18";"A150";55;0
"PIPER";"PA18";"AS125";3;0
"PIPER";"PA18";"UNDESIGNATED SERIES";163;0
"PIPER";"PA18S";"135";4;0
"PIPER";"PA18S";"150";1;0
"PIPER";"PA18S";"UNDESIGNATED SERIES";5;0
"PIPER";"PA19";"NO SERIES EXISTS";1;0
"PIPER";"PA20";"135";16;0
"PIPER";"PA20";"UNDESIGNATED SERIES";90;0
"PIPER";"PA20S";"UNDESIGNATED SERIES";1;0
"PIPER";"PA22";"108";76;0
"PIPER";"PA22";"135";54;0
"PIPER";"PA22";"150";179;1
"PIPER";"PA22";"160";70;0
"PIPER";"PA22";"UNDESIGNATED SERIES";62;0
"PIPER";"PA22S";"150";3;0
"PIPER";"PA23";"160";137;0
"PIPER";"PA23";"235";13;0
"PIPER";"PA23";"250";857;0
"PIPER";"PA23";"UNDESIGNATED SERIES";168;0
"PIPER";"PA24";"250";745;0
"PIPER";"PA24";"260";282;0
"PIPER";"PA24";"400";27;0
"PIPER";"PA24";"UNDESIGNATED SERIES";321;0
"PIPER";"PA25";"235";166;0
"PIPER";"PA25";"260";31;0
"PIPER";"PA25";"UNDESIGNATED SERIES";30;0
"PIPER";"PA28";"140";1130;0
"PIPER";"PA28";"150";36;0
"PIPER";"PA28";"151";301;0
"PIPER";"PA28";"160";64;0
"PIPER";"PA28";"161";851;0
"PIPER";"PA28";"180";786;0
"PIPER";"PA28";"181";672;0
"PIPER";"PA28";"201T";37;0
"PIPER";"PA28";"235";164;0
"PIPER";"PA28";"236";81;0
"PIPER";"PA28";"UNDESIGNATED SERIES";160;0
"PIPER";"PA28R";"180";245;1
"PIPER";"PA28R";"200";899;0
"PIPER";"PA28R";"201";249;0
"PIPER";"PA28R";"201T";208;0
"PIPER";"PA28RT";"201";162;0
"PIPER";"PA28RT";"201T";139;0
"PIPER";"PA28S";"UNDESIGNATED SERIES";1;0
"PIPER";"PA30";"NO SERIES EXISTS";447;0
"PIPER";"PA31";"300";13;0
"PIPER";"PA31";"325";85;0
"PIPER";"PA31";"350";741;1
"PIPER";"PA31";"UNDESIGNATED SERIES";262;3
"PIPER";"PA31P";"350";7;0
"PIPER";"PA31P";"UNDESIGNATED SERIES";61;0
"PIPER";"PA31T";"1";56;1
"PIPER";"PA31T";"2";22;0
"PIPER";"PA31T";"3";11;0
"PIPER";"PA31T";"UNDESIGNATED SERIES";151;0
"PIPER";"PA32";"260";192;0
"PIPER";"PA32";"300";315;2
"PIPER";"PA32";"301";72;0
"PIPER";"PA32";"301FT";2;0
"PIPER";"PA32";"301T";25;0
"PIPER";"PA32";"301XTC";1;0
"PIPER";"PA32";"UNDESIGNATED SERIES";53;0
"PIPER";"PA32R";"300";361;0
"PIPER";"PA32R";"301";113;0
"PIPER";"PA32R";"301T";115;0
"PIPER";"PA32RT";"300";124;0
"PIPER";"PA32RT";"300T";166;0
"PIPER";"PA32RT";"UNDESIGNATED SERIES";1;0
"PIPER";"PA32S";"300";3;0
"PIPER";"PA34";"200";599;0
"PIPER";"PA34";"200T";696;0
"PIPER";"PA34";"220T";158;0
"PIPER";"PA34";"UNDESIGNATED SERIES";7;0
"PIPER";"PA36";"285";33;0
"PIPER";"PA36";"300";15;0
"PIPER";"PA36";"375";14;0
"PIPER";"PA38";"112";483;0
"PIPER";"PA39";"NO SERIES EXISTS";25;0
"PIPER";"PA42";"1000";7;0
"PIPER";"PA42";"720";4;0
"PIPER";"PA42";"720R";1;0
"PIPER";"PA42";"UNDESIGNATED SERIES";30;0
"PIPER";"PA44";"180";365;0
"PIPER";"PA44";"180T";26;1
"PIPER";"PA46";"310P";174;0
"PIPER";"PA46";"350P";81;1
"PIPER";"PA46";"500TP";24;0
"PIPER";"PA46";"UNDESIGNATED SERIES";1;0
"PIPER";"PA46R";"350T";3;0
"PIPER";"PA60";"600";160;0
"PIPER";"PA60";"601";56;0
"PIPER";"PA60";"601P";160;0
"PIPER";"PA60";"602P";43;0
"PIPER";"PA60";"700P";7;0
"PIPER";"PA60";"UNDESIGNATED SERIES";4;0
"PIPER";"PAE23";"250";2;0
"PITTS";"S1";"C";31;0
"PITTS";"S1";"D";2;0
"PITTS";"S1";"E";2;0
"PITTS";"S1";"S";36;0
"PITTS";"S1";"T";5;0
"PITTS";"S1";"UNDESIGNATED SERIES";86;0
"PITTS";"S2";"A";30;0
"PITTS";"S2";"B";39;1
"PITTS";"S2";"C";5;0
"PITTS";"S2";"E";1;0
"PITTS";"S2";"S";9;0
"PITTS";"S2";"UNDESIGNATED SERIES";5;0
"POBEREZNY";"ACROSPORT";"1";4;0
"POBEREZNY";"ACROSPORT";"2";6;0
"POBEREZNY";"ACROSPORT";"UNDESIGNATED SERIES";17;0
"PORTERFIELD";"LP65";"NO SERIES EXISTS";3;0
"POWELL";"P70ACEY DEUCEY";"NO SERIES EXISTS";3;0
"PROGRESSIVE AERODYNE";"SEAREY";"NO SERIES EXISTS";65;0
"PROGRESSIVE AERODYNE";"STINGRAY";"NO SERIES EXISTS";2;0
"PROTECH";"PT2";"UNDESIGNATED SERIES";4;0
"PULSAR";"PULSAR";"3";2;0
"PULSAR";"PULSAR";"UNDESIGNATED SERIES";11;0
"PULSAR";"PULSAR";"XP";2;0
"PZL BIELSKO";"SWIFT S1";"NO SERIES EXISTS";1;0
"PZL BIELSKO";"SZD50";"3";1;0
"PZL KROSNO";"KR03A";"NO SERIES EXISTS";2;0
"PZL MIELEC";"M18";"A";6;0
"PZL MIELEC";"M18";"B";4;0
"PZL MIELEC";"M18";"UNDESIGNATED SERIES";19;0
"PZL OKECIE";"KOLIBER";"150A";2;0
"PZL OKECIE";"PZL104";"35A";1;0
"PZL OKECIE";"PZL104";"UNDESIGNATED SERIES";8;0
"QAC";"QUICKIE";"Q2";10;0
"QAC";"QUICKIE";"Q200";3;0
"QAC";"QUICKIE";"UNDESIGNATED SERIES";74;0
"QUAD CITY";"CHALLENGER";"II";53;3
"QUAD CITY";"CHALLENGER";"II SPECIAL";1;0
"QUAD CITY";"CHALLENGER";"UL";19;0
"QUAD CITY";"CHALLENGER";"UNDESIGNATED SERIES";1;0
"QUEST";"KODIAK100";"NO SERIES EXISTS";1;0
"QUICKSILVER";"GT500";"NO SERIES EXISTS";4;1
"RAND ROBINSON";"KR1";"NO SERIES EXISTS";15;0
"RAND ROBINSON";"KR2";"UNDESIGNATED SERIES";151;0
"RANS";"S10";"NO SERIES EXISTS";9;0
"RANS";"S12";"UNDESIGNATED SERIES";13;1
"RANS";"S12";"XL";3;0
"RANS";"S14";"NO SERIES EXISTS";3;0
"RANS";"S16";"NO SERIES EXISTS";2;0
"RANS";"S18";"NO SERIES EXISTS";1;0
"RANS";"S4";"NO SERIES EXISTS";1;0
"RANS";"S6";"UNDESIGNATED SERIES";6;0
"RANS";"S7";"UNDESIGNATED SERIES";19;0
"RANS";"S9";"NO SERIES EXISTS";10;0
"RAVEN";"RX6";"NO SERIES EXISTS";11;0
"RAVEN";"RX7";"NO SERIES EXISTS";46;0
"RAVEN";"S40A";"NO SERIES EXISTS";2;0
"RAVEN";"S50A";"NO SERIES EXISTS";2;0
"RAVEN";"S55A";"NO SERIES EXISTS";41;0
"RAVEN";"S60A";"NO SERIES EXISTS";27;0
"RAVEN";"S66A";"NO SERIES EXISTS";10;0
"RAVEN";"S77A";"NO SERIES EXISTS";4;0
"RAYTHEON";"390";"NO SERIES EXISTS";28;0
"RAYTHEON";"HAWKER";"1000";5;0
"RAYTHEON";"HAWKER";"800";1;0
"RAYTHEON";"HAWKER";"800XP";22;0
"RAYTHEON";"HAWKER";"850XP";1;0
"REARWIN";"180";"UNDESIGNATED SERIES";2;0
"REARWIN";"185";"NO SERIES EXISTS";5;0
"REARWIN";"9000";"L DELUXE";1;0
"REMOS";"G3";"NO SERIES EXISTS";9;0
"REMOS";"GX";"NO SERIES EXISTS";10;0
"REPUBLIC";"RC3";"UNDESIGNATED SERIES";56;0
"REVOLUTION";"MINI500";"NO SERIES EXISTS";6;0
"RIHN";"DR107";"NO SERIES EXISTS";4;0
"RLU";"1";"NO SERIES EXISTS";18;0
"ROBIN";"R2160";"UNDESIGNATED SERIES";3;0
"ROBINSON";"R22";"ALPHA";12;0
"ROBINSON";"R22";"BETA";106;0
"ROBINSON";"R22";"MARINER";11;0
"ROBINSON";"R22";"UNDESIGNATED SERIES";51;0
"ROBINSON";"R44";"II";2;0
"ROBINSON";"R44";"UNDESIGNATED SERIES";49;1
"ROBINSON";"R66";"NO SERIES EXISTS";1;0
"ROCKWELL";"112";"B";12;0
"ROCKWELL";"112";"TC";40;0
"ROCKWELL";"112";"TCA";82;0
"ROCKWELL";"112";"UNDESIGNATED SERIES";67;0
"ROCKWELL";"114";"A";3;0
"ROCKWELL";"114";"UNDESIGNATED SERIES";100;0
"ROCKWELL";"500";"S";10;0
"ROCKWELL";"680";"FL";53;0
"ROCKWELL";"680";"V";12;0
"ROCKWELL";"680";"W";12;0
"ROCKWELL";"681";"NO SERIES EXISTS";17;0
"ROCKWELL";"685";"NO SERIES EXISTS";22;0
"ROCKWELL";"690";"A";62;0
"ROCKWELL";"690";"B";61;1
"ROCKWELL";"690";"D";1;0
"ROCKWELL";"690";"UNDESIGNATED SERIES";25;0
"ROCKWELL";"700";"NO SERIES EXISTS";6;0
"ROCKWELL";"B1";"UNDESIGNATED SERIES";2;0
"ROLLADEN SCHNEIDER";"LS1";"C";1;0
"ROLLADEN SCHNEIDER";"LS3";"UNDESIGNATED SERIES";1;0
"ROLLADEN SCHNEIDER";"LS4";"A";2;0
"ROLLADEN SCHNEIDER";"LS4";"UNDESIGNATED SERIES";5;0
"ROTARY";"RAF2000";"GTX";5;0
"ROTARY";"RAF2000";"STD";13;0
"ROTEC";"RALLY3";"NO SERIES EXISTS";7;0
"ROTORWAY";"EXEC";"F";8;0
"ROTORWAY";"EXEC";"UNDESIGNATED SERIES";13;0
"ROTORWAY";"SCORPION";"TOO";4;0
"ROTORWAY";"SCORPION";"UNDESIGNATED SERIES";10;0
"RUTAN";"DEFIANT";"NO SERIES EXISTS";10;0
"RUTAN";"LONGEZ";"NO SERIES EXISTS";35;0
"RUTAN";"VARIEZE";"NO SERIES EXISTS";208;1
"RUTAN";"VARIVIGGEN";"NO SERIES EXISTS";8;0
"RYAN";"L17";"C";2;0
"RYAN";"NAVION";"A";2;0
"RYAN";"NAVION";"B";1;0
"RYAN";"PT22";"UNDESIGNATED SERIES";2;0
"RYAN";"SCW145";"NO SERIES EXISTS";1;0
"RYAN";"ST3KR";"NO SERIES EXISTS";16;0
"RYAN";"STA";"NO SERIES EXISTS";5;0
"SAAB";"340";"A";264;0
"SAAB";"340";"B";177;0
"SABRELINER";"NA265";"40";24;0
"SABRELINER";"NA265";"60";53;0
"SABRELINER";"NA265";"65";32;0
"SABRELINER";"NA265";"80";28;0
"SABRELINER";"NA265";"UNDESIGNATED SERIES";1;0
"SCHEIBE";"SF34";"UNDESIGNATED SERIES";2;0
"SCHEMPP HIRTH";"CIRRUS";"NO SERIES EXISTS";4;0
"SCHEMPP HIRTH";"DISCUS B";"NO SERIES EXISTS";4;0
"SCHEMPP HIRTH";"DUO DISCUS";"UNDESIGNATED SERIES";1;0
"SCHEMPP HIRTH";"NIMBUS3";"UNDESIGNATED SERIES";2;0
"SCHEMPP HIRTH";"STANDARD CIRRUS";"UNDESIGNATED SERIES";1;0
"SCHEMPP HIRTH";"VENTUS B";"UNDESIGNATED SERIES";1;0
"SCHLEICHER";"ASH26";"E";2;0
"SCHLEICHER";"ASK13";"NO SERIES EXISTS";1;0
"SCHLEICHER";"ASK21";"NO SERIES EXISTS";3;0
"SCHLEICHER";"ASW15";"B";1;0
"SCHLEICHER";"ASW15";"UNDESIGNATED SERIES";1;0
"SCHLEICHER";"ASW19";"B";2;0
"SCHLEICHER";"ASW19";"UNDESIGNATED SERIES";2;0
"SCHLEICHER";"ASW20";"NO SERIES EXISTS";7;0
"SCHLEICHER";"ASW20L";"NO SERIES EXISTS";1;0
"SCHLEICHER";"ASW27";"UNDESIGNATED SERIES";1;0
"SCHLEICHER";"K8";"B";2;0
"SCHLEICHER";"K8";"UNDESIGNATED SERIES";1;0
"SCHLEICHER";"KA6";"BR";1;0
"SCHWEIZER";"269C";"1";7;0
"SCHWEIZER";"269C";"UNDESIGNATED SERIES";6;0
"SCHWEIZER";"269D";"NO SERIES EXISTS";9;0
"SCHWEIZER";"SGS123";"D";1;0
"SCHWEIZER";"SGS123";"G";1;0
"SCHWEIZER";"SGS126";"A";3;0
"SCHWEIZER";"SGS126";"B";5;0
"SCHWEIZER";"SGS126";"C";1;0
"SCHWEIZER";"SGS126";"D";3;0
"SCHWEIZER";"SGS126";"E";11;0
"SCHWEIZER";"SGS126";"UNDESIGNATED SERIES";10;0
"SCHWEIZER";"SGS134";"R";1;0
"SCHWEIZER";"SGS134";"UNDESIGNATED SERIES";8;0
"SCHWEIZER";"SGS135";"A";1;0
"SCHWEIZER";"SGS136";"NO SERIES EXISTS";5;0
"SCHWEIZER";"SGS232";"NO SERIES EXISTS";18;0
"SCHWEIZER";"SGS233";"A";34;1
"SCHWEIZER";"SGU119";"UNDESIGNATED SERIES";1;0
"SCHWEIZER";"SGU222";"C";1;0
"SCHWEIZER";"SGU222";"E";5;0
"SCHWEIZER";"SGU222";"UNDESIGNATED SERIES";1;0
"SCHWEIZER";"TG3A";"NO SERIES EXISTS";1;0
"SCHWEIZER";"TH55A";"NO SERIES EXISTS";1;0
"SCOTTISH AVIATION";"BULLDOG";"120 121";1;0
"SEMCO";"CHALLENGER";"NO SERIES EXISTS";10;0
"SEMCO";"MARK V";"NO SERIES EXISTS";1;0
"SEMCO";"MODEL T";"NO SERIES EXISTS";1;0
"SHORT";"SC7";"3";43;8
"SHORT";"SC7";"3A";1;1
"SHORT";"SC7";"UNDESIGNATED SERIES";2;2
"SHORT";"SD330";"UNDESGINATED SERIES";178;1
"SHORT";"SD360";"UNDESIGNATED SERIES";180;0
"SHORT";"SD360";"VARIANT200";1;0
"SHORT";"SD360";"VARIANT300";2;0
"SIAI MARCHETTI";"F260";"B";3;0
"SIAI MARCHETTI";"F260";"C";1;0
"SIAI MARCHETTI";"S205";"20R";1;0
"SIAI MARCHETTI";"S205";"22R";26;0
"SIAI MARCHETTI";"SF260";"C";1;0
"SIAI MARCHETTI";"SF260";"UNDESIGNATED SERIES";14;0
"SIAI MARCHETTI";"SF600";"TP";1;0
"SIKORSKY";"CH54";"B";2;0
"SIKORSKY";"H19";"A";1;0
"SIKORSKY";"S51";"NO SERIES EXISTS";1;0
"SIKORSKY";"S52";"3";1;0
"SIKORSKY";"S52";"UNDESIGNATED SERIES";1;0
"SIKORSKY";"S55";"UNDESIGNATED SERIES";5;0
"SIKORSKY";"S58";"D";1;0
"SIKORSKY";"S58";"E";5;0
"SIKORSKY";"S58";"ET";7;0
"SIKORSKY";"S58";"J";6;0
"SIKORSKY";"S58";"UNDESIGNATED SERIES";10;0
"SIKORSKY";"S61";"A";2;0
"SIKORSKY";"S61";"L";1;0
"SIKORSKY";"S61";"N";3;0
"SIKORSKY";"S62";"A";2;0
"SIKORSKY";"S64";"E";5;0
"SIKORSKY";"S64";"F";2;0
"SIKORSKY";"S76";"A";82;0
"SIKORSKY";"S76";"B";8;0
"SIKORSKY";"S76";"C";7;0
"SIKORSKY";"S76";"UNDESIGNATED SERIES";25;0
"SIKORSKY";"S92";"A";7;0
"SIKORSKY";"SH3";"H";4;0
"SIKORSKY";"UH60";"UNDESIGNATED SERIES
";2;0
"SISLER";"SF2";"A";1;0
"SKYSTAR";"KITFOX";"SERIES5";9;0
"SLEPCEV";"STORCH";"NO SERIES EXISTS";1;0
"SMITH";"AEROSTAR600";"NO SERIES EXISTS";1;0
"SMITH";"AEROSTAR601";"P";1;0
"SMITH";"AEROSTAR601";"UNDESIGNATED SERIES";2;0
"SMITH";"DSA1";"NO SERIES EXISTS";26;0
"SMYTH";"SIDEWINDER";"NO SERIES EXISTS";10;2
"SNOW";"S2B";"NO SERIES EXISTS";1;0
"SNOW";"S2C";"NO SERIES EXISTS";6;0
"SNOW";"S2C600";"NO SERIES EXISTS";7;0
"SOCATA";"RALLYE150";"ST";1;0
"SOCATA";"RALLYE235";"E";10;0
"SOCATA";"TB10";"NO SERIES EXISTS";14;0
"SOCATA";"TB20";"NO SERIES EXISTS";53;0
"SOCATA";"TB200";"XL";1;0
"SOCATA";"TB21";"UNDESIGNATED SERIES";5;0
"SOCATA";"TB9";"C";15;0
"SOCATA";"TBM700";"UNDESIGNATED SERIES";31;0
"SORRELL";"SNS7";"NO SERIES EXISTS";11;0
"SPARTAN";"7W";"NO SERIES EXISTS";6;0
"SPEZIO";"DAL1";"NO SERIES EXISTS";9;0
"SPORTINE AVIACIJA";"LAK17";"A";1;0
"STAMPE";"SV4";"C";6;0
"START FLUG";"H101";"NO SERIES EXISTS";1;0
"STEARMAN";"A75";"L3";6;0
"STEARMAN";"A75";"L300";3;0
"STEARMAN";"A75";"N1";105;0
"STEARMAN";"A75";"UNDESIGNATED SERIES";19;0
"STEARMAN";"B75";"N1";27;0
"STEARMAN";"B75";"UNDESIGNATED SERIES";10;0
"STEARMAN";"C3B";"NO SERIES EXISTS";1;0
"STEARMAN";"D75";"N1";3;0
"STEARMAN";"E75";"N1";8;0
"STEARMAN";"E75";"UNDESIGNATED SERIES";32;1
"STEARMAN";"N2S";"4";1;0
"STEARMAN";"PT13";"B";1;0
"STEARMAN";"PT13";"D";9;0
"STEARMAN";"PT13";"UNDESIGNATED SERIES";1;0
"STEARMAN";"PT17";"A";1;0
"STEARMAN";"PT17";"UNDESIGNATED SERIES";18;0
"STEEN";"SKYBOLT";"NO SERIES EXISTS";47;0
"STEMME";"S10";"UNDESIGNATED SERIES";5;0
"STEMME";"S10";"V";1;0
"STEMME";"S10";"VT";5;0
"STINSON";"10";"A";8;0
"STINSON";"10";"B";1;0
"STINSON";"10";"UNDESIGNATED SERIES";5;0
"STINSON";"108";"1";60;0
"STINSON";"108";"2";57;0
"STINSON";"108";"3";73;0
"STINSON";"108";"UNDESIGNATED SERIES";43;0
"STINSON";"AT19";"NO SERIES EXISTS";1;0
"STINSON";"HW75";"NO SERIES EXISTS";2;0
"STINSON";"JUNIOR SR";"UNDESIGNATED SERIES";1;0
"STINSON";"L5";"B";2;0
"STINSON";"L5";"E";3;0
"STINSON";"L5";"E1";4;0
"STINSON";"L5";"G";3;0
"STINSON";"L5";"UNDESIGNATED SERIES";5;0
"STINSON";"SR8";"C";2;0
"STINSON";"SR9";"UNDESIGNATED SERIES";1;0
"STINSON";"V77";"NO SERIES EXISTS";14;0
"STODDARD HAMILTON";"GLASAIR II";"FT";5;0
"STODDARD HAMILTON";"GLASAIR II";"RG";20;0
"STODDARD HAMILTON";"GLASAIR II";"TD";3;0
"STODDARD HAMILTON";"GLASAIR II";"UNDESIGNATED SERIES";9;0
"STODDARD HAMILTON";"GLASAIR III";"UNDESIGNATED SERIES";54;0
"STODDARD HAMILTON";"GLASAIR IIS";"UNDESIGNATED SERIES";2;0
"STODDARD HAMILTON";"GLASAIR SUPER II";"RG";1;0
"STODDARD HAMILTON";"GLASAIR SUPER II";"UNDESIGNATED SERIES";3;0
"STODDARD HAMILTON";"GLASAIR";"UNDESIGNATED SERIES";82;0
"STOLP STARDUSTER";"SA100";"NO SERIES EXISTS";13;0
"STOLP STARDUSTER";"SA300";"NO SERIES EXISTS";76;0
"STOLP STARDUSTER";"SA700";"NO SERIES EXISTS";2;0
"STOLP STARDUSTER";"SA750";"NO SERIES EXISTS";5;0
"STRIPLIN";"SKY RANGER";"NO SERIES EXISTS";3;0
"SUD AVIATION";"CONCORDE";"NO SERIES EXISTS";9;0
"SUD AVIATION";"SE3130";"NO SERIES EXISTS";1;0
"SUKHOI";"SU26";"M";1;0
"SUKHOI";"SU26";"UNDESIGNATED SERIES";1;0
"SUKHOI";"SU29";"NO SERIES EXISTS";1;0
"SWEARINGEN";"SA226";"AT";37;0
"SWEARINGEN";"SA226";"T";45;0
"SWEARINGEN";"SA226";"TB";16;0
"SWEARINGEN";"SA226";"TC";495;0
"SWEARINGEN";"SA226";"UNDESIGNATED SERIES";4;0
"SWEARINGEN";"SA227";"AC";413;0
"SWEARINGEN";"SA227";"AT";51;1
"SWEARINGEN";"SA227";"BC";3;0
"SWEARINGEN";"SA227";"CC";1;0
"SWEARINGEN";"SA227";"DC";10;0
"SWEARINGEN";"SA227";"TT";16;0
"SWEARINGEN";"SA227";"UNDESIGNATED SERIES";14;0
"SWEARINGEN";"SA26";"AT";45;0
"SWEARINGEN";"SA26";"T";14;0
"SWEARINGEN";"SA26";"UNDESIGNATED SERIES";9;0
"SWEARINGEN";"SX300";"NO SERIES EXISTS";14;0
"TAYLOR";"COOT";"UNDESIGNATED SERIES";2;0
"TAYLOR";"J2";"NO SERIES EXISTS";1;0
"TAYLORCRAFT";"19";"NO SERIES EXISTS";53;0
"TAYLORCRAFT";"20";"NO SERIES EXISTS";1;0
"TAYLORCRAFT";"BC";"65";6;0
"TAYLORCRAFT";"BC";"UNDESIGNATED SERIES";1;0
"TAYLORCRAFT";"BC12";"65";8;0
"TAYLORCRAFT";"BC12";"D";126;0
"TAYLORCRAFT";"BC12";"D85";5;0
"TAYLORCRAFT";"BCS12";"D1";11;0
"TAYLORCRAFT";"BCS12";"D485";2;0
"TAYLORCRAFT";"BF";"65";3;0
"TAYLORCRAFT";"BL";"65";10;0
"TAYLORCRAFT";"BL12";"65";1;0
"TAYLORCRAFT";"BLS";"65";1;0
"TAYLORCRAFT";"DC";"65";9;0
"TAYLORCRAFT";"DCO";"65";21;0
"TAYLORCRAFT";"DF";"65";1;0
"TAYLORCRAFT";"F21";"A";1;0
"TAYLORCRAFT";"F21";"B";1;0
"TAYLORCRAFT";"F21";"UNDESIGNATED SERIES";10;0
"TAYLORCRAFT";"F22";"UNDESIGNATED SERIES";2;0
"TAYLORCRAFT";"L2";"NO SERIES EXISTS";1;0
"TAYLORCRAFT";"L2F";"NO SERIES EXISTS";1;0
"TEAM";"HIMAX";"NO SERIES EXISTS";3;0
"TECNAM";"P2002";"JF";2;0
"TECNAM";"P2006T";"NO SERIES EXISTS";6;0
"TERATORN";"TIERRA";"II";11;0
"THORP";"T18";"UNDESIGNATED SERIES";43;0
"THORP";"T211";"NO SERIES EXISTS";2;0
"THUNDER";"AX7 77";"A";5;1
"THUNDER";"AX7 77";"S1";2;0
"THUNDER";"AX7 77";"UNDESIGNATED SERIES";13;0
"THUNDER";"AX7 77";"Z";1;0
"THUNDER";"AX8 105";"S2";1;0
"THUNDER";"AX8 105";"UNDESIGNATED SERIES";5;0
"THUNDER";"AX8 90";"S1";2;0
"THUNDER";"AX8 90";"UNDESIGNATED SERIES";6;0
"THUNDER";"AX9 140";"S2";2;0
"TITAN";"TORNADO";"II";1;0
"TITAN";"TORNADO";"UNDESIGNATED SERIES";5;0
"TRAVEL AIR";"TRAVEL AIR B94000";"NO SERIES EXISTS";1;0
"TRAVEL AIR";"TRAVEL AIR D4000";"NO SERIES EXISTS";1;0
"TRAVEL AIR";"TRAVEL AIR E4000";"NO SERIES EXISTS";1;0
"TRAVEL AIR";"TRAVEL AIR12";"Q";2;0
"TRAVEL AIR";"TRAVEL AIR16";"E";1;0
"TRAVEL AIR";"TRAVEL AIR2000";"T";2;0
"TRAVEL AIR";"TRAVEL AIR4000";"NO SERIES EXISTS";9;0
"TRI R";"TRI KIS TR1";"UNDESIGNATED SERIES";3;0
"TRIDENT";"TR1";"285";4;0
"ULTIMATE";"10";"200";1;0
"ULTRAMAGIC";"S90";"NO SERIES EXISTS";1;0
"UNITED CONSULTANT";"UC1";"NO SERIES EXISTS";9;0
"UNKNOWN";"UNKNOWN";"UNKNOWN";2559;144
"VALENTIN";"TAIFUN17E";"UNDESIGNATED SERIES";6;0
"VANS";"RV10";"NO SERIES EXISTS";11;0
"VANS";"RV12";"NO SERIES EXISTS";5;0
"VANS";"RV3";"A";9;0
"VANS";"RV3";"UNDESIGNATED SERIES";8;0
"VANS";"RV4";"UNDESIGNATED SERIES";68;0
"VANS";"RV6";"A";56;0
"VANS";"RV6";"UNDESIGNATED SERIES";76;0
"VANS";"RV7";"A";10;0
"VANS";"RV7";"UNDESIGNATED SERIES";5;0
"VANS";"RV8";"A";10;0
"VANS";"RV8";"UNDESIGNATED SERIES";30;0
"VANS";"RV9";"A";16;0
"VANS";"RV9";"UNDESIGNATED SERIES";2;0
"VANS";"RV9";"UNKNOWN";1;0
"VARGA";"2150";"A";30;0
"VARGA";"2180";"NO SERIES EXISTS";2;0
"VERTOL";"107II";"NO SERIES EXISTS";2;0
"VERTOL";"234";"NO SERIES EXISTS";1;0
"VERTOL";"42";"A";1;0
"VERTOL";"CH46";"UNDESIGNATED SERIES";1;0
"VERTOL";"CH47";"UNDESIGNATED SERIES";2;0
"VICKERS";"VISCOUNT";"700";1;0
